Run number,Start time,Duration,Configuration,Digitizer,Notes,Tracking,ConversionKeySightScope,TimingDAQVME,TimingDAQKeySightScope,EntriesWithTrackScope,EntriesWithHitScope,EntriesWithTrackAndHitScope,EntriesWithTrackWithoutNplanesScope,TimingDAQDT5742,TimingDAQNoTracksVME,TimingDAQNoTracksDT5742,TimingDAQNoTracksKeySightScope,ConversionSampic,ConversionTekScope,TimingDAQSampic,TimingDAQTekScope,TimingDAQNoTracksTekScope,TimingDAQNoTracksSampic,LabviewRecoVME,LabviewRecoDT5742,LabviewRecoKeySightScope,LabviewRecoSampic,LabviewRecoTekScope,Version,Sensor,Sensor copy,Temp13ETL,Temp14ETL,Temp15ETL,Temp16ETL,Temp17ETL,Temp18ETL,Temp19ETL,Temp20ETL,LowVoltage1ETL,LowVoltage2ETL,LowVoltage3ETL,Current1ETL,Current2ETL,Current3ETL,BoxTempOlmo,BoxVoltageOlmo,BoxHumOlmo,BoxCurrentOlmo,BarCurrentOlmo,BarVoltageOlmo,z_rotationOlmo,x_stageOlmo,y_stageOlmo,DQM,HV 1,Time Resolution 1
11434,2019-04-28 17:53:02.514538,104,73,"VME,KeySightScope",,Complete,Complete,Complete,Complete,33251,10049,4286,51874,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.49,-999,-999,-999,6.99853,0.0,8.7738,0.635727,0.000235,0.000268,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11435,2019-04-28 17:55:02.250392,44,73,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.95,-19.32,-18.14,-10.48,-999,-999,-999,6.99861,0.0,0.0001,0.635736,0.000288,0.000243,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11436,2019-04-28 17:56:02.302504,104,73,"VME,KeySightScope",,Complete,Complete,Complete,Complete,34940,9937,4511,54162,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.48,-999,-999,-999,6.99854,0.0,0.000102,0.635711,0.000228,0.000274,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11437,2019-04-28 17:58:02.173696,44,73,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.96,-19.32,-18.15,-10.49,-999,-999,-999,6.99841,0.0,7.9155,0.635715,0.000262,0.000254,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11438,2019-04-28 17:59:02.267964,104,73,"VME,KeySightScope",,Complete,Complete,Complete,Complete,28748,9929,3667,44901,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.49,-999,-999,-999,6.99859,0.0,8.10623,0.635695,0.000239,0.000256,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11439,2019-04-28 18:04:06.196502,104,74,"VME,KeySightScope",,Complete,Complete,Complete,Complete,35352,6964,3015,54540,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.49,-999,-999,-999,6.99845,0.0,7.24792,0.635704,0.00026,0.000258,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11440,2019-04-28 18:06:06.251719,44,74,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.49,-999,-999,-999,6.9986,0.000321,9.34601,0.63571,8.86917,0.000264,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11441,2019-04-28 18:07:06.123230,44,74,"VME,KeySightScope",,Failed,Failed,Not started,Not started,,,,,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.49,-999,-999,-999,6.99848,0.0,0.000109,0.635696,0.000291,0.000249,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11442,2019-04-28 18:08:06.159698,104,74,"VME,KeySightScope",,Complete,Complete,Complete,Complete,33217,7115,2942,51524,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.96,-19.32,-18.13,-10.49,-999,-999,-999,6.99856,0.0,0.000102,0.635699,8.86917,0.00027,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11443,2019-04-28 18:10:06.255775,44,74,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.96,-19.32,-18.13,-10.49,-999,-999,-999,6.99855,0.0,8.2016,0.635695,0.000155,0.000264,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11444,2019-04-28 18:11:06.243730,104,74,"VME,KeySightScope",,Complete,Complete,Complete,Complete,33869,6940,2869,53133,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.96,-19.31,-18.13,-10.49,-999,-999,-999,6.99865,0.0,8.58307,0.635711,0.000205,0.000256,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11445,2019-04-28 18:13:06.119219,44,74,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.96,-19.31,-18.12,-10.49,-999,-999,-999,6.99853,0.0,9.25064,0.635717,0.000207,0.000262,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11446,2019-04-28 18:14:06.310967,104,74,"VME,KeySightScope",,Complete,Complete,Complete,Complete,35815,7102,3070,54954,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.95,-19.31,-18.12,-10.48,-999,-999,-999,6.99853,0.0,9.63211,0.635705,0.00023,0.000261,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11447,2019-04-28 18:16:06.268443,44,74,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.96,-19.31,-18.13,-10.49,-999,-999,-999,6.99855,0.0,8.7738,0.635711,0.000279,0.000268,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11448,2019-04-28 18:17:06.271208,104,74,"VME,KeySightScope",,Complete,Complete,Complete,Complete,33781,6788,2793,52312,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.95,-19.31,-18.12,-10.49,-999,-999,-999,6.99855,0.0,8.7738,0.635705,0.000246,0.000245,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11449,2019-04-28 18:19:06.264833,44,74,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.94,-19.31,-18.12,-10.49,-999,-999,-999,6.99845,0.000202,8.58307,0.6357,8.58307,0.000252,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11450,2019-04-28 18:20:06.200531,104,74,"VME,KeySightScope",,Complete,Complete,Complete,Complete,36380,7238,3246,55510,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.95,-19.31,-18.12,-10.49,-999,-999,-999,6.99865,0.0,7.24792,0.635703,0.000308,0.000237,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11451,2019-04-28 18:22:06.154871,44,74,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.96,-19.31,-18.12,-10.5,-999,-999,-999,6.99864,0.0,9.82285,0.635732,0.000195,0.00024,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11452,2019-04-28 18:23:06.232679,104,74,"VME,KeySightScope",,Complete,Complete,Complete,Complete,35053,6515,2773,54158,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.95,-19.31,-18.13,-10.5,-999,-999,-999,6.99854,0.0,0.000109,0.635728,0.000291,0.000258,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11453,2019-04-28 18:25:06.319182,44,74,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.95,-19.31,-18.13,-10.5,-999,-999,-999,6.99858,0.0,0.000114,0.635719,0.000302,0.000265,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11454,2019-04-28 18:26:06.164241,105,74,"VME,KeySightScope",,Complete,Complete,Complete,Complete,34768,6642,2796,53928,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.95,-19.31,-18.13,-10.5,-999,-999,-999,6.99849,0.0,9.15527,0.635729,0.000268,0.00026,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11456,2019-04-28 18:33:11.240122,104,75,"VME,KeySightScope",,Complete,Complete,Complete,Complete,5166,855,252,7824,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.96,-19.31,-18.13,-10.5,-999,-999,-999,6.99851,0.0,9.25064,0.635743,0.000249,0.000257,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11457,2019-04-28 18:35:11.249360,44,75,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.96,-19.31,-18.14,-10.5,-999,-999,-999,6.99856,0.0,8.39233,0.635741,0.000262,0.000271,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11458,2019-04-28 18:36:11.144037,104,75,"VME,KeySightScope",,Complete,Complete,Complete,Complete,29293,5787,1507,53332,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.51,-999,-999,-999,6.99852,0.0,8.01086,0.635745,0.000279,0.000257,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11459,2019-04-28 18:38:11.140582,44,75,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.97,-19.32,-18.13,-10.51,-999,-999,-999,6.99857,0.0,9.25064,0.635723,0.00023,0.000255,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11460,2019-04-28 18:39:11.201924,104,75,"VME,KeySightScope",,Complete,Complete,Complete,Complete,35128,6085,1573,54069,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.51,-999,-999,-999,6.99858,0.000195,8.96454,0.63572,9.15527,0.000272,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11461,2019-04-28 18:41:11.240802,44,75,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.51,-999,-999,-999,6.99852,0.0,8.4877,0.635706,0.000223,0.000247,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11462,2019-04-28 18:42:11.225855,104,75,"VME,KeySightScope",,Complete,Complete,Complete,Complete,35103,5691,1530,53839,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.51,-999,-999,-999,6.9985,0.0,6.67572,0.635716,0.000207,0.000262,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11463,2019-04-28 18:44:11.243869,44,75,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.51,-999,-999,-999,6.99854,0.0,9.53674,0.635703,0.0002,0.000251,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11464,2019-04-28 18:45:11.215314,44,75,"VME,KeySightScope",,Complete,Complete,Complete,Complete,18927,5836,775,29164,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.97,-19.32,-18.14,-10.51,-999,-999,-999,6.99853,0.000239,8.96454,0.63572,9.15527,0.000262,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11465,2019-04-28 18:46:11.198701,44,75,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.97,-19.32,-18.13,-10.51,-999,-999,-999,6.99855,0.0,0.000109,0.635701,0.00027,0.000249,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11466,2019-04-28 18:47:11.116574,44,75,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.95,-19.32,-18.13,-10.5,-999,-999,-999,6.99852,0.0,0.000118,0.635723,0.000185,0.000251,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11467,2019-04-28 18:48:11.129847,224,75,"VME,KeySightScope",,Complete,Complete,Complete,Complete,34304,5818,1634,52803,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.96,-19.32,-18.13,-10.5,-999,-999,-999,6.99857,0.0,8.01086,0.635704,0.000147,0.000267,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11468,2019-04-28 18:52:11.186588,164,75,"VME,KeySightScope",,Complete,Complete,Complete,Complete,34809,5869,1517,53716,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.95,-19.31,-18.14,-10.5,-999,-999,-999,6.99855,0.0,9.15527,0.635716,0.000189,0.00026,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11469,2019-04-28 18:55:11.305488,44,75,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.95,-19.31,-18.13,-10.5,-999,-999,-999,6.99859,0.0,9.72748,0.635703,0.000285,0.000275,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11470,2019-04-28 18:56:11.178309,165,75,"VME,KeySightScope",,Complete,Complete,Complete,Complete,227,5912,15,24425,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.96,-19.31,-18.13,-10.5,-999,-999,-999,6.99853,0.0,8.86917,0.635713,0.000223,0.000279,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11471,2019-04-28 18:59:11.284109,224,75,"VME,KeySightScope",,Complete,Complete,Complete,Complete,35430,6130,1663,54495,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.96,-19.31,-18.13,-10.49,-999,-999,-999,6.99848,0.0,7.43866,0.635699,0.000239,0.000252,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11472,2019-04-28 19:03:11.298603,44,75,"VME,KeySightScope",,Complete,Complete,Complete,Complete,14618,6262,670,22518,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.96,-19.31,-18.13,-10.49,-999,-999,-999,6.99858,0.0,8.7738,0.635715,0.000279,0.000255,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11473,2019-04-28 19:04:11.142382,44,75,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.96,-19.31,-18.13,-10.49,-999,-999,-999,6.99852,0.000289,0.000106,0.63572,8.96454,0.000246,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11474,2019-04-28 19:05:11.271770,44,75,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.96,-19.31,-18.13,-10.49,-999,-999,-999,6.99857,0.0,8.58307,0.635719,0.000268,0.00027,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11475,2019-04-28 19:06:11.239309,44,75,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.97,-19.31,-18.13,-10.49,-999,-999,-999,6.99854,0.0,8.86917,0.635713,0.000283,0.000259,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11476,2019-04-28 19:07:18.323129,44,75,"VME,KeySightScope",,Complete,Complete,Complete,Complete,18643,3442,811,28459,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.96,-19.31,-18.13,-10.49,-999,-999,-999,6.99853,0.0,9.44138,0.635741,0.000247,0.000258,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11477,2019-04-28 19:20:21.158194,44,76,"VME,KeySightScope",,Complete,Failed,Complete,Not started,,,,,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.98,-19.33,-18.15,-10.5,-999,-999,-999,6.99865,0.0,7.05719,0.635749,0.000235,0.000249,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11478,2019-04-28 19:22:22.285173,44,76,VME,,Complete,N/A,Failed,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.98,-19.33,-18.15,-10.5,-999,-999,-999,6.99852,0.0,9.82285,0.635752,0.000277,0.000264,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11479,2019-04-28 19:23:22.293505,44,76,"VME,KeySightScope",,Complete,Failed,Complete,Not started,,,,,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.98,-19.33,-18.15,-10.51,-999,-999,-999,6.99854,0.0,0.00011,0.635735,0.000214,0.000247,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11480,2019-04-28 19:24:22.187129,44,76,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.98,-19.33,-18.15,-10.51,-999,-999,-999,6.99844,0.00023,0.000102,0.63575,8.29697,0.000254,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11481,2019-04-28 19:25:22.128462,44,76,VME,,Failed,N/A,Not started,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.98,-19.33,-18.15,-10.51,-999,-999,-999,6.99855,0.0,8.39233,0.635727,0.000285,0.000258,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11482,2019-04-28 19:29:23.274863,104,76,"VME,KeySightScope",Moved x-stage from 40 to 30 mm.,Complete,Complete,Complete,Complete,34447,8065,3607,52859,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.99,-19.33,-18.16,-10.5,-999,-999,-999,6.99865,0.0,9.25064,0.635742,0.000267,0.000266,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11483,2019-04-28 19:31:23.273281,44,76,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.99,-19.33,-18.16,-10.5,-999,-999,-999,6.99855,0.0,8.29697,0.635743,0.00027,0.000262,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11484,2019-04-28 19:32:23.196060,44,76,"VME,KeySightScope",,Complete,Complete,Complete,Complete,20799,8024,2087,32314,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.99,-19.33,-18.16,-10.5,-999,-999,-999,6.99861,0.0,9.53674,0.635728,0.000239,0.000257,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11485,2019-04-28 19:33:23.254614,44,76,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.99,-19.34,-18.17,-10.5,-999,-999,-999,6.99844,0.0,7.9155,0.635725,0.000233,0.000258,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11486,2019-04-28 19:34:23.281461,44,76,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-18.0,-19.34,-18.16,-10.5,-999,-999,-999,6.99856,0.0,8.96454,0.635708,0.000302,0.00027,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11487,2019-04-28 19:35:23.223947,164,76,"VME,KeySightScope",,Failed,Complete,Not started,Not started,,,,,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.99,-19.34,-18.16,-10.5,-999,-999,-999,6.99854,0.0,9.15527,0.635733,0.00023,0.000259,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11488,2019-04-28 19:38:23.293499,44,76,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.98,-19.34,-18.16,-10.5,-999,-999,-999,6.99854,0.0,9.05991,0.635734,0.000258,0.000255,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11489,2019-04-28 19:39:23.309705,104,76,"VME,KeySightScope",,Failed,Complete,Not started,Not started,,,,,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.99,-19.33,-18.16,-10.5,-999,-999,-999,6.99858,0.0,8.10623,0.635711,9.15527,0.000254,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11490,2019-04-28 19:41:23.177223,44,76,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.99,-19.33,-18.17,-10.5,-999,-999,-999,6.99855,0.0,8.7738,0.635725,0.000312,0.000277,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11491,2019-04-28 19:42:23.187701,104,76,"VME,KeySightScope",,Complete,Complete,Complete,Complete,34743,8050,3594,53785,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.98,-19.33,-18.15,-10.5,-999,-999,-999,6.9985,0.0,8.67844,0.635718,0.000246,0.000241,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11492,2019-04-28 19:44:23.138538,44,76,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.98,-19.33,-18.15,-10.5,-999,-999,-999,6.99851,0.0,6.86646,0.635717,0.00026,0.000257,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11493,2019-04-28 19:45:23.142714,105,76,"VME,KeySightScope",,Complete,Complete,Complete,Complete,33559,8386,3556,52111,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.98,-19.33,-18.15,-10.5,-999,-999,-999,6.99853,0.0,0.000114,0.635721,8.58307,0.000266,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11494,2019-04-28 19:47:23.277937,44,76,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-999,-17.99,-19.33,-18.15,-10.5,-999,-999,-999,6.99846,0.0,8.67844,0.635737,0.000216,0.000251,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
11495,2019-04-28 19:48:23.126205,105,76,"VME,KeySightScope",,Complete,Complete,Complete,Complete,34097,7821,3474,53123,N/A,Not started,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,Not started,N/A,N/A,,,,-999,-17.98,-19.33,-18.15,-10.49,-999,-999,-999,6.99858,0.0,8.4877,0.635734,0.000183,0.00024,N/A,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
