Run number,Start time,Duration,Configuration,Digitizer,Notes,Tracking,ConversionKeySightScope,TimingDAQVME,TimingDAQKeySightScope,EntriesWithTrackScope,EntriesWithHitScope,EntriesWithTrackAndHitScope,EntriesWithTrackWithoutNplanesScope,TimingDAQDT5742,TimingDAQNoTracksVME,TimingDAQNoTracksDT5742,TimingDAQNoTracksKeySightScope,ConversionSampic,ConversionTekScope,TimingDAQSampic,TimingDAQTekScope,TimingDAQNoTracksTekScope,TimingDAQNoTracksSampic,LabviewRecoVME,LabviewRecoDT5742,LabviewRecoKeySightScope,LabviewRecoSampic,LabviewRecoTekScope,Version,Sensor,Sensor copy,Temp13ETL,Temp14ETL,Temp15ETL,Temp16ETL,Temp17ETL,Temp18ETL,Temp19ETL,Temp20ETL,LowVoltage1ETL,LowVoltage2ETL,LowVoltage3ETL,Current1ETL,Current2ETL,Current3ETL,BoxTempOlmo,BoxVoltageOlmo,BoxHumOlmo,BoxCurrentOlmo,BarCurrentOlmo,BarVoltageOlmo,z_rotationOlmo,x_stageOlmo,y_stageOlmo,DQM,HV 1,Time Resolution 1
8283,2019-04-23 01:30:08.204184,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.16,-17.86,-999,-999,-14.8,-16.82,-17.48,-16.83,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.9,-8.511706e-07,6.834482e-06,43.0,70.0,104.0,N/A,,,
8284,2019-04-23 01:32:08.193005,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.17,-17.88,-999,-999,-14.82,-16.84,-17.5,-16.86,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.9,-9.830692e-07,6.834482e-06,43.0,70.0,104.0,N/A,,,
8285,2019-04-23 01:34:09.207664,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.23,-17.9,-999,-999,-14.86,-16.86,-17.52,-16.88,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.9,-9.415089e-07,6.924936e-06,43.0,70.0,104.0,N/A,,,
8286,2019-04-23 01:36:09.234384,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.23,-17.92,-999,-999,-14.89,-16.89,-17.54,-16.91,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.9,-9.641517e-07,6.789283e-06,43.0,70.0,104.0,N/A,,,
8287,2019-04-23 01:38:09.147694,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.25,-17.94,-999,-999,-14.91,-16.91,-17.56,-16.93,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.9,-8.24919e-07,6.996386e-06,43.0,70.0,104.0,N/A,,,
8288,2019-04-23 01:40:09.183340,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.25,-17.96,-999,-999,-14.94,-16.93,-17.58,-16.95,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-9.152573e-07,7.015391e-06,43.0,70.0,104.0,N/A,,,
8289,2019-04-23 01:42:09.170666,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.29,-17.97,-999,-999,-14.96,-16.94,-17.59,-16.96,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-8.022762e-07,6.857095e-06,43.0,70.0,104.0,N/A,,,
8290,2019-04-23 01:44:09.146459,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.28,-17.97,-999,-999,-14.97,-16.95,-17.6,-16.97,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-9.189826e-07,7.038005e-06,43.0,70.0,104.0,N/A,,,
8291,2019-04-23 01:46:09.184018,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.27,-17.97,-999,-999,-14.97,-16.94,-17.6,-16.97,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-9.641517e-07,7.083232e-06,43.0,70.0,104.0,N/A,,,
8292,2019-04-23 01:48:09.193279,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.28,-17.97,-999,-999,-14.97,-16.94,-17.59,-16.97,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-8.73697e-07,6.902352e-06,43.0,70.0,104.0,N/A,,,
8293,2019-04-23 01:50:09.130468,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.28,-17.96,-999,-999,-14.97,-16.94,-17.59,-16.97,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-9.415089e-07,6.970164e-06,43.0,70.0,104.0,N/A,,,
8294,2019-04-23 01:52:09.157618,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.3,-17.96,-999,-999,-14.98,-16.94,-17.59,-16.98,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-8.73697e-07,6.811897e-06,43.0,70.0,104.0,N/A,,,
8295,2019-04-23 01:54:09.152632,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.29,-17.97,-999,-999,-14.99,-16.94,-17.6,-16.99,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-9.415089e-07,6.902352e-06,43.0,70.0,104.0,N/A,,,
8296,2019-04-23 01:56:09.223054,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.33,-17.98,-999,-999,-15.01,-16.95,-17.6,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-8.285278e-07,6.94755e-06,43.0,70.0,104.0,N/A,,,
8297,2019-04-23 01:58:09.169932,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.31,-17.99,-999,-999,-15.02,-16.96,-17.61,-17.01,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-8.963398e-07,6.902352e-06,43.0,70.0,104.0,N/A,,,
8298,2019-04-23 02:00:09.170126,104,35,VME,,Failed,N/A,Not started,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.36,-18.0,-999,-999,-15.03,-16.97,-17.62,-17.02,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,21.8,-1.009321e-06,6.857095e-06,43.0,70.0,104.0,N/A,,,
8299,2019-04-23 02:35:17.212546,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.5,-18.14,-999,-999,-15.18,-17.13,-17.77,-17.19,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,22.0,-8.285278e-07,-3.994093e-06,39.0,76.0,104.0,N/A,,,
8300,2019-04-23 02:38:18.222052,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.51,-18.15,-999,-999,-15.18,-17.14,-17.78,-17.2,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,22.0,-8.963398e-07,-4.213653e-07,39.0,76.0,104.0,N/A,,,
8301,2019-04-23 02:40:18.165738,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.5,-18.16,-999,-999,-15.18,-17.15,-17.79,-17.21,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,22.0,-7.833587e-07,-4.439789e-07,39.0,76.0,104.0,N/A,,,
8302,2019-04-23 02:42:18.192369,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.5,-18.17,-999,-999,-15.18,-17.15,-17.8,-17.21,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,22.0,-9.189826e-07,-4.665926e-07,39.0,76.0,104.0,N/A,,,
8303,2019-04-23 02:44:18.242126,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.51,-18.18,-999,-999,-15.18,-17.16,-17.8,-17.22,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,22.0,-8.511706e-07,-4.439789e-07,39.0,76.0,104.0,N/A,,,
8304,2019-04-23 02:46:18.243801,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.53,-18.18,-999,-999,-15.19,-17.16,-17.81,-17.23,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,22.0,-7.833587e-07,-3.309106e-07,39.0,76.0,104.0,N/A,,,
8305,2019-04-23 02:48:18.131615,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.54,-18.19,-999,-999,-15.2,-17.17,-17.82,-17.23,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,22.0,-7.607741e-07,-5.344336e-07,39.0,76.0,104.0,N/A,,,
8306,2019-04-23 02:50:18.168371,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.54,-18.19,-999,-999,-15.2,-17.18,-17.82,-17.24,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,22.0,-9.189826e-07,-5.79661e-07,39.0,76.0,104.0,N/A,,,
8307,2019-04-23 02:52:18.176214,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.55,-18.2,-999,-999,-15.2,-17.19,-17.83,-17.25,0.0,0.0,0.0,0.0,0.0,0.0,25.4,69.0,22.0,-8.511706e-07,-6.248883e-07,39.0,76.0,104.0,N/A,,,
8308,2019-04-23 02:54:18.164203,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.55,-18.21,-999,-999,-15.21,-17.2,-17.84,-17.26,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.9,-7.607741e-07,-6.248883e-07,39.0,76.0,104.0,N/A,,,
8309,2019-04-23 02:56:18.187622,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.55,-18.21,-999,-999,-15.21,-17.2,-17.84,-17.26,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,22.0,-8.022762e-07,-3.535533e-07,39.0,76.0,104.0,N/A,,,
8310,2019-04-23 02:58:18.172293,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.55,-18.21,-999,-999,-15.21,-17.2,-17.84,-17.27,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,22.0,-8.022762e-07,-6.248883e-07,39.0,76.0,104.0,N/A,,,
8311,2019-04-23 03:00:18.202583,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.55,-18.21,-999,-999,-15.2,-17.2,-17.84,-17.27,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,22.0,-8.73697e-07,-4.665926e-07,39.0,76.0,104.0,N/A,,,
8312,2019-04-23 03:02:18.179246,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.56,-18.22,-999,-999,-15.19,-17.2,-17.84,-17.27,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,22.0,-1.009321e-06,-5.1182e-07,39.0,76.0,104.0,N/A,,,
8313,2019-04-23 03:04:18.163020,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.57,-18.21,-999,-999,-15.19,-17.2,-17.84,-17.27,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,22.0,-1.009321e-06,-4.213653e-07,39.0,76.0,104.0,N/A,,,
8314,2019-04-23 03:06:18.225841,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.56,-18.22,-999,-999,-15.2,-17.2,-17.85,-17.27,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,22.0,-8.511706e-07,-4.439789e-07,39.0,76.0,104.0,N/A,,,
8315,2019-04-23 03:08:18.195938,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.56,-18.22,-999,-999,-15.2,-17.21,-17.85,-17.27,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,22.0,-9.189826e-07,-5.1182e-07,39.0,76.0,104.0,N/A,,,
8316,2019-04-23 03:10:18.194208,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.57,-18.23,-999,-999,-15.2,-17.21,-17.86,-17.28,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.9,-8.73697e-07,-6.022747e-07,39.0,76.0,104.0,N/A,,,
8317,2019-04-23 03:12:18.228967,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.57,-18.23,-999,-999,-15.2,-17.21,-17.86,-17.28,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.9,-1.05449e-06,-4.892063e-07,39.0,76.0,104.0,N/A,,,
8318,2019-04-23 03:14:18.188564,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.58,-18.23,-999,-999,-15.2,-17.22,-17.86,-17.29,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.9,-8.963398e-07,-5.79661e-07,39.0,76.0,104.0,N/A,,,
8319,2019-04-23 03:16:18.211697,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.57,-18.23,-999,-999,-15.19,-17.22,-17.87,-17.29,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.8,-9.152573e-07,-5.1182e-07,39.0,76.0,104.0,N/A,,,
8320,2019-04-23 03:18:20.139088,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.59,-18.24,-999,-999,-15.19,-17.22,-17.87,-17.29,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.8,-1.009321e-06,-4.439789e-07,39.0,76.0,104.0,N/A,,,
8321,2019-04-23 03:20:20.157652,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.6,-18.24,-999,-999,-15.19,-17.23,-17.87,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.7,-7.381896e-07,-4.892063e-07,39.0,76.0,104.0,N/A,,,
8322,2019-04-23 03:22:20.226243,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.6,-18.24,-999,-999,-15.19,-17.23,-17.87,-17.29,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.7,-8.285278e-07,-5.570182e-07,39.0,76.0,104.0,N/A,,,
8323,2019-04-23 03:24:20.160529,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.59,-18.24,-999,-999,-15.18,-17.23,-17.87,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.7,-9.415089e-07,-4.665926e-07,39.0,76.0,104.0,N/A,,,
8324,2019-04-23 03:26:20.220918,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.61,-18.24,-999,-999,-15.16,-17.23,-17.87,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.6,-8.285278e-07,-5.1182e-07,39.0,76.0,104.0,N/A,,,
8325,2019-04-23 03:28:20.205688,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.63,-18.24,-999,-999,-15.15,-17.23,-17.87,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.6,-8.285278e-07,-5.79661e-07,39.0,76.0,104.0,N/A,,,
8326,2019-04-23 03:30:20.168733,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.61,-18.24,-999,-999,-15.15,-17.23,-17.88,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.5,-8.511706e-07,-5.1182e-07,39.0,76.0,104.0,N/A,,,
8327,2019-04-23 03:32:20.162625,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.63,-18.25,-999,-999,-15.16,-17.23,-17.88,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.5,-8.24919e-07,-3.309106e-07,39.0,76.0,104.0,N/A,,,
8328,2019-04-23 03:34:20.148437,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.6,-18.25,-999,-999,-15.18,-17.23,-17.88,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.5,-8.060015e-07,-5.344336e-07,39.0,76.0,104.0,N/A,,,
8329,2019-04-23 03:36:20.185393,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.61,-18.26,-999,-999,-15.19,-17.23,-17.9,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.4,-9.415089e-07,-6.248883e-07,39.0,76.0,104.0,N/A,,,
8330,2019-04-23 03:38:20.197357,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.62,-18.28,-999,-999,-15.21,-17.23,-17.91,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.4,-7.833587e-07,-5.1182e-07,39.0,76.0,104.0,N/A,,,
8331,2019-04-23 03:40:20.162720,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.62,-18.29,-999,-999,-15.24,-17.23,-17.92,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.3,-9.152573e-07,-3.761379e-07,39.0,76.0,104.0,N/A,,,
8332,2019-04-23 03:42:20.213165,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.61,-18.29,-999,-999,-15.28,-17.23,-17.93,-17.31,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.3,-1.050823e-06,-5.344336e-07,39.0,76.0,104.0,N/A,,,
8333,2019-04-23 03:44:20.213799,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.59,-18.3,-999,-999,-15.3,-17.23,-17.94,-17.31,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.2,-8.73697e-07,-4.892063e-07,39.0,76.0,104.0,N/A,,,
8334,2019-04-23 03:46:20.254465,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.59,-18.31,-999,-999,-15.32,-17.23,-17.94,-17.31,0.0,0.0,0.0,0.0,0.0,0.0,25.5,69.0,21.2,-8.963398e-07,-5.344336e-07,39.0,76.0,104.0,N/A,,,
8335,2019-04-23 03:48:20.228962,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.6,-18.31,-999,-999,-15.33,-17.23,-17.95,-17.31,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.218688e-05,-4.213653e-07,39.0,76.0,104.0,N/A,,,
8336,2019-04-23 03:50:20.166421,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.61,-18.31,-999,-999,-15.34,-17.23,-17.95,-17.31,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.2,1.015345e-05,-5.344336e-07,39.0,76.0,104.0,N/A,,,
8337,2019-04-23 03:52:20.194953,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.62,-18.32,-999,-999,-15.35,-17.23,-17.95,-17.31,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.1,1.022115e-05,-4.892063e-07,39.0,76.0,104.0,N/A,,,
8338,2019-04-23 03:54:20.244922,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.61,-18.32,-999,-999,-15.36,-17.23,-17.95,-17.31,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.1,1.022115e-05,-5.570182e-07,39.0,76.0,104.0,N/A,,,
8339,2019-04-23 03:56:20.140139,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.64,-18.32,-999,-999,-15.36,-17.23,-17.96,-17.31,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.1,1.026643e-05,-6.022747e-07,39.0,76.0,104.0,N/A,,,
8340,2019-04-23 03:58:23.226208,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.61,-18.32,-999,-999,-15.36,-17.23,-17.96,-17.31,0.0,0.0,0.0,0.0,0.0,0.0,25.4,72.0,21.1,1.004047e-05,-4.665926e-07,39.0,76.0,104.0,N/A,,,
8341,2019-04-23 04:00:23.239503,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.59,-18.32,-999,-999,-15.37,-17.23,-17.96,-17.31,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.0,1.019862e-05,-5.1182e-07,39.0,76.0,104.0,N/A,,,
8342,2019-04-23 04:02:23.168399,105,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.6,-18.32,-999,-999,-15.38,-17.23,-17.96,-17.31,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,21.0,9.995245e-06,-4.213653e-07,39.0,76.0,104.0,N/A,,,
8343,2019-04-23 04:04:23.189021,104,35,VME,,Complete,N/A,Complete,N/A,,,,,N/A,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,N/A,N/A,N/A,N/A,,,,-17.62,-18.33,-999,-999,-15.38,-17.23,-17.96,-17.32,0.0,0.0,0.0,0.0,0.0,0.0,25.5,72.0,20.9,1.019862e-05,-6.700866e-07,39.0,76.0,104.0,N/A,,,
